Category,Message
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 750704
spam,Foreclosure #506352: Pay $57151 by Friday or property auctioned. Call now.
ham,Please review report by Monday. Task #701443. Thanks!
spam,Loan $53689 approved. 2.43% APR. App #365582. Processing $710.
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,Order #751400 shipped. Arrives Friday. Total: $225. Track online.
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,i dnt wnt to tlk wid u
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,Assignment due Friday. Course #184183. Submit via portal.
ham,Please review report by Monday. Task #434640. Thanks!
spam,Invoice #440888: Payment $89353 overdue 4 days. Pay immediately or legal action.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 883970
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
spam,"Bitcoin investment #125514: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,"Bitcoin investment #763102: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Friday. Task #994841. Thanks!
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 196469
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
spam,Loan $79001 approved. 3.38% APR. App #940263. Processing $692.
spam,Foreclosure #873172: Pay $79299 by Friday or property auctioned. Call now.
ham,Order #741446 shipped. Arrives Friday. Total: $563. Track online.
ham,The new deus ex game comin early next yr
ham,Thanx 4 sending me home...
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
ham,Assignment due Tuesday. Course #651447. Submit via portal.
ham,I have gone into get info bt dont know what to do
ham,I come n pick ü up... Come out immediately aft ur lesson...
spam,"Bitcoin investment #366403: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Student loan #769134 forgiveness $90765 approved. Claim with $175 processing fee.
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 397012
spam,Loan $96519 approved. 5.12% APR. App #254769. Processing $253.
spam,Invoice #528911: Payment $93647 overdue 3 days. Pay immediately or legal action.
spam,"Bitcoin investment #459687: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 191221
ham,Assignment due Friday. Course #836392. Submit via portal.
spam,WINNER #322356: Won $72577 in lottery. Claim immediately!
spam,"Bitcoin investment #235422: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
spam,"Bitcoin investment #977123: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Foreclosure #385222: Pay $41190 by Friday or property auctioned. Call now.
ham,You got called a tool?
ham,Order #755822 shipped. Arrives Friday. Total: $960. Track online.
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
spam,"Bitcoin investment #520139: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #872455 shipped. Arrives Tuesday. Total: $728. Track online.
spam,WINNER #764612: Won $71700 in lottery. Claim immediately!
ham,Din i tell u jus now 420
spam,Student loan #147368 forgiveness $86203 approved. Claim with $326 processing fee.
ham,Please review report by Friday. Task #437112. Thanks!
ham,Please review report by Monday. Task #435306. Thanks!
spam,Invoice #216597: Payment $21283 overdue 5 days. Pay immediately or legal action.
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 481942
spam,"Bitcoin investment #983292: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 203627
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
ham,S'fine. Anytime. All the best with it.
spam,"Bitcoin investment #879880: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Assignment due Monday. Course #867404. Submit via portal.
ham,Please review report by Monday. Task #487383. Thanks!
ham,Please review report by Friday. Task #868111. Thanks!
spam,Loan $38548 approved. 6.09% APR. App #256692. Processing $549.
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
spam,"Bitcoin investment #342198: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
spam,WINNER #746255: Won $28399 in lottery. Claim immediately!
ham,Please review report by Tuesday. Task #477448. Thanks!
spam,Student loan #590043 forgiveness $82187 approved. Claim with $396 processing fee.
ham,Please review report by Tuesday. Task #278807. Thanks!
spam,Loan $31852 approved. 2.36% APR. App #770893. Processing $610.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 316520
ham,Assignment due Monday. Course #828148. Submit via portal.
spam,"Bitcoin investment #961110: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Assignment due Monday. Course #441509. Submit via portal.
ham,Order #625741 shipped. Arrives Tuesday. Total: $695. Track online.
ham,We confirm eating at esplanade?
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,Assignment due Monday. Course #351767. Submit via portal.
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
spam,Student loan #269730 forgiveness $68277 approved. Claim with $328 processing fee.
ham,"I'll see, but prolly yeah"
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,Please review report by Friday. Task #457695. Thanks!
spam,"Bitcoin investment #130655: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 912391
ham,Order #238851 shipped. Arrives Friday. Total: $241. Track online.
ham,Assignment due Friday. Course #978457. Submit via portal.
ham,"It could work, we'll reach a consensus at the next meeting"
ham,"K, I'll work something out"
ham,Order #819722 shipped. Arrives Tuesday. Total: $559. Track online.
ham,Please review report by Friday. Task #867771. Thanks!
ham,Surely result will offer:)
spam,Student loan #546034 forgiveness $22960 approved. Claim with $435 processing fee.
ham,Assignment due Monday. Course #578619. Submit via portal.
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
ham,Please review report by Friday. Task #309129. Thanks!
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,"Awesome, that gonna be soon or later tonight?"
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 436099
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
ham,First answer my question.
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,Order #821004 shipped. Arrives Tuesday. Total: $712. Track online.
ham,Order #320017 shipped. Arrives Tuesday. Total: $734. Track online.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,Student loan #765722 forgiveness $31699 approved. Claim with $426 processing fee.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 329369
ham,There are many company. Tell me the language.
ham,So no messages. Had food?
ham,Please review report by Friday. Task #794512. Thanks!
ham,Please review report by Monday. Task #206172. Thanks!
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,We have pizza if u want
ham,Assignment due Friday. Course #579466. Submit via portal.
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 242629
spam,"Bitcoin investment #219156: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Happy birthday... May all ur dreams come true...
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
spam,Loan $74585 approved. 2.86% APR. App #873539. Processing $746.
spam,"Bitcoin investment #417207: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #393263 shipped. Arrives Monday. Total: $439. Track online.
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
ham,No..he joined today itself.
ham,Dont let studying stress you out. L8r.
spam,WINNER #385776: Won $27055 in lottery. Claim immediately!
ham,Assignment due Tuesday. Course #695400. Submit via portal.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 289989
spam,Loan $19456 approved. 2.70% APR. App #565186. Processing $479.
ham,Hello madam how are you ?
spam,"Bitcoin investment #217476: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,"Bitcoin investment #434403: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,"Sure, I'll see if I can come by in a bit"
ham,K come to nordstrom when you're done
ham,Ok
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,I called but no one pick up e phone. I ask both of them already they said ok.
ham,Shhhhh nobody is supposed to know!
spam,WINNER #645441: Won $10645 in lottery. Claim immediately!
ham,Order #513773 shipped. Arrives Tuesday. Total: $332. Track online.
ham,Networking job is there.
ham,"Sir, i am waiting for your call, once free please call me."
ham,Please review report by Friday. Task #791707. Thanks!
ham,Order #728177 shipped. Arrives Tuesday. Total: $584. Track online.
ham,The bus leaves at  &lt;#&gt;
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 136318
ham,Please review report by Friday. Task #282021. Thanks!
ham,Assignment due Monday. Course #646889. Submit via portal.
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
ham,Please review report by Friday. Task #962853. Thanks!
spam,Student loan #360778 forgiveness $65949 approved. Claim with $364 processing fee.
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Order #887698 shipped. Arrives Tuesday. Total: $316. Track online.
ham,Where are you lover ? I need you ...
ham,Assignment due Friday. Course #157395. Submit via portal.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 623354
ham,Are you in castor? You need to see something
spam,Loan $51168 approved. 2.23% APR. App #700095. Processing $208.
ham,Please review report by Tuesday. Task #756961. Thanks!
spam,Loan $90555 approved. 2.36% APR. App #810928. Processing $214.
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 877645
spam,WINNER #123622: Won $51258 in lottery. Claim immediately!
spam,Invoice #338368: Payment $76281 overdue 4 days. Pay immediately or legal action.
spam,Foreclosure #840031: Pay $33784 by Friday or property auctioned. Call now.
spam,Student loan #710224 forgiveness $23281 approved. Claim with $204 processing fee.
spam,Loan $99475 approved. 9.12% APR. App #725578. Processing $210.
spam,Foreclosure #520339: Pay $51936 by Friday or property auctioned. Call now.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 658529
ham,Assignment due Monday. Course #246416. Submit via portal.
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 554168
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,"Haha I heard that, text me when you're around"
ham,No it will reach by 9 only. She telling she will be there. I dont know
spam,Foreclosure #788669: Pay $92678 by Friday or property auctioned. Call now.
ham,Wot is u up 2 then bitch?
spam,WINNER #872113: Won $61580 in lottery. Claim immediately!
spam,WINNER #529771: Won $98857 in lottery. Claim immediately!
spam,Invoice #513704: Payment $93778 overdue 7 days. Pay immediately or legal action.
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
